gap,band,Company,What they are,Kind of business,HQ,Country,Staff (company),Capacity MW,Hyperscale focus,People we have mapped,Ward searches,Already linked to,Website,LinkedIn,Where the name came from,company_id
no connection at all,A · Big and blank,Echelon Iberdrola Digital Infra,DC developer / operator,Pure-play data center,,,,288,,,,,,,Data Centre Developer,echelon-iberdrola-digital-infra
no connection at all,A · Big and blank,SUNeVision iAdvantage,DC developer / operator,Pure-play data center,Hong Kong,Hong Kong,201-500,285,,,,,https://www.iadvantage.net/,https://www.linkedin.com/company/sunevision-holdings-ltd./,Data Centre Developer,sunevision-iadvantage
no connection at all,A · Big and blank,Empyrion Digital,DC developer / operator,Pure-play data center,,,51-200,282,Primary Focus,2,,,https://empyriondigital.com/,https://www.linkedin.com/company/empyrion-digital/,Data Centre Developer,empyrion-digital
no connection at all,A · Big and blank,"Project Turbo, LLC",DC developer / operator,Pure-play data center,,,,278,,,,,https://www.projectturbollc.com/contact,,Data Centre Developer,project-turbo-llc
no connection at all,A · Big and blank,Lefdal Mine Data Centers,DC developer / operator,Pure-play data center,"Kjølsdalen, Norway",Norway,11 to 50,276,,2,,,https://www.lefdalmine.com/,https://www.linkedin.com/company/lefdal-mine-datacenter-as/,Data Centre Developer,lefdal-mine-data-centers
no connection at all,A · Big and blank,NEP Real Estate,DC developer / operator,Pure-play data center,"Kathmandu, Nepal",Nepal,11 to 50,276,,,,,www.nepestateventure.com,https://www.linkedin.com/company/nepestateventure.com/,Data Centre Developer,nep-real-estate
no connection at all,A · Big and blank,Shanghai Baosight Software,DC developer / operator,Pure-play data center,"Shanghai, China",China,"1,001-5,000",274,,,,,http://www.baosight.com/,https://www.linkedin.com/company/baosight/,Data Centre Developer,shanghai-baosight-software
no connection at all,A · Big and blank,MC Digital Realty,DC developer / operator,Pure-play data center,"Tokyo, Japan",Japan,51-200,273,Primary Focus,,,,http://mc-digitalrealty.com,https://www.linkedin.com/company/mc-digital-realty/,Data Centre Developer,mc-digital-realty
no connection at all,A · Big and blank,True IDC,DC developer / operator,Pure-play data center,"Bangkok, Thailand",Thailand,201-500,266,,,,,http://www.trueidc.com,https://www.linkedin.com/company/true-idc-thailand/,Data Centre Developer,true-idc
no connection at all,A · Big and blank,Bulk Infrastructure,DC developer / operator,Pure-play data center,,,51-200,264,Primary Focus,5,,,http://www.bulkinfrastructure.com,https://www.linkedin.com/company/bulk-infrastructure-as/,Data Centre Developer,bulk-infrastructure
no connection at all,A · Big and blank,Viettel IDC,DC developer / operator,Pure-play data center,"Hanoi, Vietnam",Vietnam,"501-1,000",264,,,,,https://viettelidc.com.vn,https://www.linkedin.com/company/viettel-idc/,Data Centre Developer,viettel-idc
no connection at all,A · Big and blank,EcoDataCenter,DC developer / operator,Pure-play data center,Falun,Falun,51-200,257,,3,,,http://ecodatacenter.tech,https://www.linkedin.com/company/ecodatacenter/,Data Centre Developer,ecodatacenter
no connection at all,A · Big and blank,Mega Data Centers,DC developer / operator,Pure-play data center,"Modi’in-Maccabim-Re’ut, Israel",Israel,10001,256,,,,,https://www.metrocarrier.com.mx/coubicacion-data-center/,https://www.linkedin.com/company/mega-data-center/,Data Centre Developer,mega-data-centers
no connection at all,A · Big and blank,STT GDC Indonesia,DC developer / operator,Pure-play data center,Indonesia,Indonesia,,252,,,,,https://www.sttelemediagdc.com/?gad_source=1&gad_campaignid=23485058396&gbraid=0AAAABBR0tssb45v5XpAr7E8X6k1VVz33M&gclid=Cj0KCQjw4a3OBhCHARIsAChaqJOxPs1HNl_b2qvxbRuT3hrRRGTv2HUwXfabjTfmPI-L-MM7iK8jzJ0aAoR-EALw_wcB,,Data Centre Developer,stt-gdc-indonesia
no connection at all,A · Big and blank,"Eagle South, LLC",DC developer / operator,Pure-play data center,"Augusta, Georgia, United States",United States,,252,,,,,https://www.datacenterdynamics.com/en/tags/eagle-south-llc/,,Data Centre Developer,eagle-south-llc
no connection at all,A · Big and blank,Grupo ACS,DC developer / operator,Pure-play data center,Madrid,Madrid,10001,250,,,,,https://www.grupoacs.com/home/,https://www.linkedin.com/company/grupo-acs/,Data Centre Developer,grupo-acs
no connection at all,A · Big and blank,Natelli Investments LLC,DC developer / operator,Pure-play data center,"Gaithersburg, Maryland, United States",United States,,250,,,,,https://natellicommunities.com/,,Data Centre Developer,natelli-investments-llc
no connection at all,A · Big and blank,Texas Critical Data Centers,DC developer / operator,Pure-play data center,,,,250,,,,,,,Data Centre Developer,texas-critical-data-centers
no connection at all,A · Big and blank,Naver,DC developer / operator,Pure-play data center,"Seongnam, South Korea",South Korea,"1,001-5,000",229,Secondary Focus,,,,https://www.navercorp.com/naver/naverMain,https://www.linkedin.com/company/naver/,Data Centre Developer,naver
no connection at all,A · Big and blank,Macquarie Data Centres,DC developer / operator,Pure-play data center,"Sydney, New South Wales, Australia",Australia,"501-1,000",222,,,,,http://www.macquariedatacentres.com,https://www.linkedin.com/showcase/macquarie-data-centres/,Data Centre Developer,macquarie-data-centres
no connection at all,A · Big and blank,ST Telemedia Global Data Centres,DC developer / operator,Pure-play data center,"Mumbai, Maharashtra, India",India,"501-1,000",210,Primary Focus,8,,,https://www.sttelemediagdc.com/in-en/,https://www.linkedin.com/company/sttgdcindia/,Data Centre Developer,st-telemedia-global-data-centres
no connection at all,A · Big and blank,GLP,DC developer / operator,Pure-play data center,,,"1,001-5,000",188,Secondary Focus,,,,http://www.glp.com/global/,https://www.linkedin.com/company/glp-pte-ltd/,Data Centre Developer,glp
no connection at all,A · Big and blank,Mitsui Fudosan,DC developer / operator,Pure-play data center,"Tokyo, Japan",Japan,"1,001-5,000",180,Secondary Focus,,,,https://www.mitsuifudosan.co.jp/,https://www.linkedin.com/company/mitsuifudosan/,Data Centre Developer,mitsui-fudosan
no connection at all,A · Big and blank,Icade,DC developer / operator,Pure-play data center,"Paris, France",France,"1,001-5,000",170,Secondary Focus,,,,https://www.icade.fr/,https://www.linkedin.com/company/icade/,Data Centre Developer,icade
no connection at all,A · Big and blank,Panattoni,DC developer / operator + Real estate & industrial developer,Real estate / industrial,"Warszawa, Poland",Poland,"501-1,000",134,Secondary Focus,25,5,,http://www.panattonieurope.com,https://www.linkedin.com/company/panattoni-europe/,Data Centre Developer; Real Estate Developers USA,panattoni
no connection at all,A · Big and blank,Cirion,DC developer / operator,Pure-play data center,"Miami, Florida, United States",United States,"1,001-5,000",132,,13,,,https://www.ciriontechnologies.com/en/,https://www.linkedin.com/company/ciriontechnologies/,Data Centre Developer,cirion
no connection at all,A · Big and blank,SK ecoplant,DC developer / operator,Pure-play data center,"Seoul, South Korea",South Korea,"5,001-10,000",120,,,,,http://www.skecoplant.com,https://www.linkedin.com/company/sk-ecoplant/,Data Centre Developer,sk-ecoplant
no connection at all,A · Big and blank,TierPoint,DC developer / operator,Pure-play data center,"St. Louis, Missouri, United States",United States,"501-1,000",114,,1,,,http://www.tierpoint.com,https://www.linkedin.com/company/tierpoint/,Data Centre Developer,tierpoint
no connection at all,A · Big and blank,Stockland,DC developer / operator,Pure-play data center,"Sydney, New South Wales, Australia",Australia,"1,001-5,000",103,Secondary Focus,,,,https://www.stockland.com.au,https://www.linkedin.com/company/stockland/,Data Centre Developer,stockland
no connection at all,A · Big and blank,KIO Networks,DC developer / operator,Pure-play data center,,,201-500,95,,8,,,https://kiocyber.com,https://www.linkedin.com/company/kio-cyber-security/,Data Centre Developer,kio-networks
no connection at all,A · Big and blank,Penta Infra,DC developer / operator,Pure-play data center,"Amsterdam, Netherlands",Netherlands,51-200,88,,6,,,https://www.penta-infra.com,https://www.linkedin.com/company/penta-infra/,Data Centre Developer,penta-infra
no connection at all,A · Big and blank,Aruba.it,DC developer / operator,Pure-play data center,San Pietro,San Pietro,"1,001-5,000",83,,,,,https://www.aruba.it/en/home.aspx,https://www.linkedin.com/company/aruba-s-p-a-/,Data Centre Developer,aruba-it
no connection at all,A · Big and blank,Al Moammar Information Systems,DC developer / operator,Pure-play data center,Riyadh,Riyadh,"501-1,000",80,,,,,http://www.mis.com.sa,https://www.linkedin.com/company/al-moammar-information-systems/,Data Centre Developer,al-moammar-information-systems
no connection at all,A · Big and blank,Rai Way,DC developer / operator,Pure-play data center,"Rome, Italy",Italy,"501-1,000",78,,,,,www.raiway.it,https://www.linkedin.com/company/raiwayspa/,Data Centre Developer,rai-way
no connection at all,A · Big and blank,Noris Network,DC developer / operator,Pure-play data center,"Nuremberg, Bayern, Germany",Germany,"501-1,000",75,,,,,http://www.noris.de,https://www.linkedin.com/company/noris-network-ag/,Data Centre Developer,noris-network
no connection at all,A · Big and blank,Converge ICT Solutions Inc,DC developer / operator,Pure-play data center,Pasig,Pasig,"1,001-5,000",69,,,,,http://www.convergeict.com,https://www.linkedin.com/company/convergeict/?originalSubdomain=in,Data Centre Developer,converge-ict-solutions-inc
no connection at all,A · Big and blank,Telstra InfraCo,DC developer / operator,Pure-play data center,"Melbourne, Victoria, Australia",Australia,"1,001-5,000",60,Secondary Focus,,,,https://infraco.telstra.com.au/,https://www.linkedin.com/company/telstrainfraco/,Data Centre Developer,telstra-infraco
no connection at all,A · Big and blank,Zero Point DC,DC developer / operator,Pure-play data center,"Neom, Saudi Arabia",Saudi Arabia,"501-1,000",60,,,,,https://cognitive.neom.com/,https://www.linkedin.com/company/zeropointdc/,Data Centre Developer,zero-point-dc
no connection at all,A · Big and blank,Yahoo! Japan,DC developer / operator,Pure-play data center,"Chiyoda, Tokyo, Japan",Japan,"5,001-10,000",57,,,,,https://www.linkedin.com/company/lycorpjp/about/,https://www.linkedin.com/company/yahoojapan/,Data Centre Developer,yahoo-japan
no connection at all,A · Big and blank,Noovle,DC developer / operator,Pure-play data center,"Milan, Italy",Italy,"501-1,000",49,,,,,https://www.noovle.com,https://www.linkedin.com/company/noovle/,Data Centre Developer,noovle
no connection at all,A · Big and blank,Gaw Capital Partners,DC developer / operator,Pure-play data center,"Hong Kong, China",China,"1,001-5,000",45,Secondary Focus,,,,https://www.gawcapital.com/,https://www.linkedin.com/company/gaw-capital/,Data Centre Developer,gaw-capital-partners
no connection at all,A · Big and blank,Internet Initiative Japan,DC developer / operator,Pure-play data center,"Tokyo, Japan",Japan,"1,001-5,000",38,,,,,https://www.iij.ad.jp/en/,https://www.linkedin.com/company/internet-initiative-japan/,Data Centre Developer,internet-initiative-japan
no connection at all,A · Big and blank,Chinachem Group,DC developer / operator,Pure-play data center,"Hong Kong, China",China,"1,001-5,000",31,,,,,http://www.chinachemgroup.com,https://www.linkedin.com/company/chinachem-group/,Data Centre Developer,chinachem-group
no connection at all,A · Big and blank,Segra,DC developer / operator,Pure-play data center,"Charlotte, North Carolina, United States",United States,"1,001-5,000",30,,2,,,http://www.segra.com,https://www.linkedin.com/company/gosegra/,Data Centre Developer,segra
no connection at all,A · Big and blank,SenseTime,NeoCloud / AI infra,Pure-play data center,Hong Kong,Hong Kong,"5,001-10,000",30,,,,,http://www.sensetime.com,https://www.linkedin.com/company/sensetime-group-limited/,Data Centre Developer,sensetime
no connection at all,A · Big and blank,Ucloud,NeoCloud / AI infra,Pure-play data center,"Shanghai, China",China,"1,001-5,000",30,Secondary Focus,,,,https://www.ucloud-global.com/en,https://www.linkedin.com/company/ucloud/,Data Centre Developer,ucloud
no connection at all,A · Big and blank,Grupo Gtd,DC developer / operator,Pure-play data center,"Huechuraba, Chile",Chile,"1,001-5,000",28,,,,,https://www.gtd.cl/,https://www.linkedin.com/company/grupogtd/,Data Centre Developer,grupo-gtd
no connection at all,A · Big and blank,Kakao,DC developer / operator,Pure-play data center,"Jeju, South Korea",South Korea,"1,001-5,000",25,Secondary Focus,,,,https://www.kakaocorp.com,https://www.linkedin.com/company/kakaocorp/,Data Centre Developer,kakao
no connection at all,A · Big and blank,Triara,DC developer / operator,Pure-play data center,Ciudad Apodaca,Ciudad Apodaca,"501-1,000",18,,,,,http://www.triara.com,https://www.linkedin.com/company/triara-telmex/,Data Centre Developer,triara
